Date,Total Value of Portfolio,Cash on Hand,Shares Owned,Amount in Shares,Unrealised Profit,Realised Profit,Total Growth Rate,Benchmark Growth Rate
2020-11-10,14370.03,8843.54,"['MSFT', 'GOOGL', 'FB']",5526.49,196.95,4173.08,43.7,58.98
2020-11-11,14457.29,8843.54,"['MSFT', 'GOOGL', 'FB']",5613.76,284.22,4173.08,44.57,60.09
2020-11-12,14433.19,8843.54,"['MSFT', 'GOOGL', 'FB']",5589.65,260.11,4173.08,44.33,58.61
2020-11-13,14485.26,8843.54,"['MSFT', 'GOOGL', 'FB']",5641.72,312.18,4173.08,44.85,60.77
2020-11-16,14507.52,8843.54,"['MSFT', 'GOOGL', 'FB']",5663.98,334.44,4173.08,45.08,62.72
2020-11-17,14442.73,8843.54,"['MSFT', 'GOOGL', 'FB']",5599.19,269.65,4173.08,44.43,61.91
2020-11-18,14375.35,8843.54,"['MSFT', 'GOOGL', 'FB']",5531.81,202.27,4173.08,43.75,59.94
2020-11-19,14412.05,8843.54,"['MSFT', 'GOOGL', 'FB']",5568.51,238.97,4173.08,44.12,60.61
2020-11-20,14349.03,8843.54,"['MSFT', 'GOOGL', 'FB']",5505.49,175.95,4173.08,43.49,59.54
2020-11-23,14328.81,8843.54,"['MSFT', 'GOOGL', 'FB']",5485.28,155.74,4173.08,43.29,60.48
2020-11-24,14458.12,8843.54,"['MSFT', 'GOOGL', 'FB']",5614.58,285.04,4173.08,44.58,63.08
2020-11-25,14449.12,8843.54,"['MSFT', 'GOOGL', 'FB']",5605.59,276.05,4173.08,44.49,62.81
2020-11-27,14499.72,8843.54,"['MSFT', 'GOOGL', 'FB']",5656.18,326.64,4173.08,45.0,63.28
2020-11-30,14450.84,8843.54,"['MSFT', 'GOOGL', 'FB']",5607.31,277.76,4173.08,44.51,62.54
2020-12-01,14578.0,8843.54,"['MSFT', 'GOOGL', 'FB']",5734.46,404.92,4173.08,45.78,64.33
2020-12-02,14606.89,8843.54,"['MSFT', 'GOOGL', 'FB']",5763.35,433.81,4173.08,46.07,64.68
2020-12-03,14553.96,8843.54,"['MSFT', 'GOOGL', 'FB']",5710.43,380.88,4173.08,45.54,64.63
2020-12-04,14541.91,8843.54,"['MSFT', 'GOOGL', 'FB']",5698.37,368.83,4173.08,45.42,66.05
2020-12-07,14575.71,8843.54,"['MSFT', 'GOOGL', 'FB']",5732.17,402.63,4173.08,45.76,65.74
2020-12-08,14570.13,8843.54,"['MSFT', 'GOOGL', 'FB']",5726.59,397.05,4173.08,45.7,66.22
2020-12-09,14460.66,8843.54,"['MSFT', 'GOOGL', 'FB']",5617.12,287.58,4173.08,44.61,64.74
2020-12-10,14433.4,8843.54,"['MSFT', 'GOOGL', 'FB']",5589.87,260.32,4173.08,44.33,64.66
2020-12-11,14440.06,8843.54,"['MSFT', 'GOOGL', 'FB']",5596.52,266.98,4173.08,44.4,64.45
2020-12-14,14430.41,8843.54,"['MSFT', 'GOOGL', 'FB']",5586.87,257.33,4173.08,44.3,63.7
2020-12-15,14448.12,10758.19,"['GOOGL', 'FB']",3689.93,275.95,4172.17,44.48,65.96
2020-12-16,14445.07,10758.19,"['GOOGL', 'FB']",3686.88,272.9,4172.17,44.45,66.22
2020-12-17,14420.06,8796.23,"['GOOGL', 'FB', 'MSFT']",5623.82,247.89,4172.17,44.2,67.12
2020-12-18,14411.79,7192.88,"['GOOGL', 'FB', 'MSFT', 'NFLX']",7218.9,239.62,4172.17,44.12,66.45
2020-12-21,14414.0,7192.88,"['GOOGL', 'FB', 'MSFT', 'NFLX']",7221.12,241.83,4172.17,44.14,65.94
2020-12-22,14367.1,7192.88,"['GOOGL', 'FB', 'MSFT', 'NFLX']",7174.21,194.93,4172.17,43.67,65.61
2020-12-23,14317.59,7192.88,"['GOOGL', 'FB', 'MSFT', 'NFLX']",7124.7,145.42,4172.17,43.18,65.74
2020-12-24,14332.48,7192.88,"['GOOGL', 'FB', 'MSFT', 'NFLX']",7139.6,160.32,4172.17,43.32,66.41
2020-12-28,14474.7,7192.88,"['GOOGL', 'FB', 'MSFT', 'NFLX']",7281.81,302.53,4172.17,44.75,67.85
2020-12-29,14484.96,7192.88,"['GOOGL', 'FB', 'MSFT', 'NFLX']",7292.08,312.79,4172.17,44.85,67.5
2020-12-30,14388.16,9095.97,"['GOOGL', 'MSFT', 'NFLX']",5292.18,170.0,4218.16,43.88,67.73
2020-12-31,14459.58,9095.97,"['GOOGL', 'MSFT', 'NFLX']",5363.61,241.42,4218.16,44.6,68.63
2021-01-04,14337.17,9095.97,"['GOOGL', 'MSFT', 'NFLX']",5241.2,119.01,4218.16,43.37,66.34
2021-01-05,14346.79,9095.97,"['GOOGL', 'MSFT', 'NFLX']",5250.81,128.63,4218.16,43.47,67.44
2021-01-06,14218.17,9095.97,"['GOOGL', 'MSFT', 'NFLX']",5122.19,0.01,4218.16,42.18,68.45
2021-01-07,14348.84,9095.97,"['GOOGL', 'MSFT', 'NFLX']",5252.86,130.68,4218.16,43.49,70.97
2021-01-08,14388.75,9095.97,"['GOOGL', 'MSFT', 'NFLX']",5292.77,170.59,4218.16,43.89,71.93
2021-01-11,14294.26,10852.26,"['MSFT', 'NFLX']",3442.0,-123.31,4417.57,42.94,70.81
2021-01-12,14256.82,10852.26,"['MSFT', 'NFLX']",3404.56,-160.75,4417.57,42.57,70.82
2021-01-13,14310.05,10852.26,"['MSFT', 'NFLX']",3457.78,-107.52,4417.57,43.1,71.25
2021-01-14,14259.57,10852.26,"['MSFT', 'NFLX']",3407.31,-158.0,4417.57,42.6,70.67
2021-01-15,14247.63,10852.26,"['MSFT', 'NFLX']",3395.36,-169.94,4417.57,42.48,69.45
2021-01-19,14292.88,10852.26,"['MSFT', 'NFLX']",3440.62,-124.69,4417.57,42.93,70.79
2021-01-20,14617.23,10852.26,"['MSFT', 'NFLX']",3764.97,199.66,4417.57,46.17,73.11
2021-01-21,14603.37,10852.26,"['MSFT', 'NFLX']",3751.1,185.8,4417.57,46.03,73.28
2021-01-22,14568.12,8959.7,"['MSFT', 'NFLX', 'GOOGL']",5608.41,150.55,4417.57,45.68,72.66
2021-01-25,14576.68,8959.7,"['MSFT', 'NFLX', 'GOOGL']",5616.97,159.11,4417.57,45.77,73.36
2021-01-26,14630.83,8959.7,"['MSFT', 'NFLX', 'GOOGL']",5671.13,213.27,4417.57,46.31,73.1
2021-01-27,14430.97,8959.7,"['MSFT', 'NFLX', 'GOOGL']",5471.27,13.4,4417.57,44.31,68.9
2021-01-28,14565.11,8959.7,"['MSFT', 'NFLX', 'GOOGL']",5605.4,147.54,4417.57,45.65,70.32
2021-01-29,14458.32,8959.7,"['MSFT', 'NFLX', 'GOOGL']",5498.61,40.75,4417.57,44.58,66.91
2021-02-01,14612.74,8959.7,"['MSFT', 'NFLX', 'GOOGL']",5653.03,195.17,4417.57,46.13,69.65
2021-02-02,14664.9,8959.7,"['MSFT', 'NFLX', 'GOOGL']",5705.19,247.33,4417.57,46.65,72.09
2021-02-03,14809.73,8959.7,"['MSFT', 'NFLX', 'GOOGL']",5850.03,392.16,4417.57,48.1,72.26
2021-02-04,14833.76,8959.7,"['MSFT', 'NFLX', 'GOOGL']",5874.05,416.19,4417.57,48.34,74.19
2021-02-05,14866.55,8959.7,"['MSFT', 'NFLX', 'GOOGL']",5906.84,448.98,4417.57,48.67,74.89
2021-02-08,14856.04,8959.7,"['MSFT', 'NFLX', 'GOOGL']",5896.34,438.47,4417.57,48.56,76.18
2021-02-09,14891.99,8959.7,"['MSFT', 'NFLX', 'GOOGL']",5932.28,474.42,4417.57,48.92,76.03
2021-02-10,14908.14,8959.7,"['MSFT', 'NFLX', 'GOOGL']",5948.44,490.57,4417.57,49.08,75.96
2021-02-11,14907.34,8959.7,"['MSFT', 'NFLX', 'GOOGL']",5947.64,489.77,4417.57,49.07,76.25
2021-02-12,14914.88,8959.7,"['MSFT', 'NFLX', 'GOOGL']",5955.18,497.32,4417.57,49.15,77.15
2021-02-16,14921.3,8959.7,"['MSFT', 'NFLX', 'GOOGL']",5961.6,503.73,4417.57,49.21,76.98
2021-02-17,14920.88,7044.71,"['MSFT', 'NFLX', 'GOOGL', 'FB']",7876.16,503.31,4417.57,49.21,77.02
2021-02-18,14865.77,7044.71,"['MSFT', 'NFLX', 'GOOGL', 'FB']",7821.06,448.2,4417.57,48.66,76.26
2021-02-19,14744.69,7044.71,"['MSFT', 'NFLX', 'GOOGL', 'FB']",7699.98,327.12,4417.57,47.45,75.94
2021-02-22,14624.32,7044.71,"['MSFT', 'NFLX', 'GOOGL', 'FB']",7579.6,206.75,4417.57,46.24,74.56
2021-02-23,14694.85,8905.7,"['MSFT', 'NFLX', 'GOOGL']",5789.15,331.28,4363.56,46.95,74.78
2021-02-24,14751.79,8905.7,"['MSFT', 'NFLX', 'GOOGL']",5846.09,388.23,4363.56,47.52,76.71
2021-02-25,14613.97,8905.7,"['MSFT', 'NFLX', 'GOOGL']",5708.27,250.41,4363.56,46.14,72.47
2021-02-26,14626.76,8905.7,"['MSFT', 'NFLX', 'GOOGL']",5721.06,263.2,4363.56,46.27,71.52
2021-03-01,14750.75,8905.7,"['MSFT', 'NFLX', 'GOOGL']",5845.05,387.18,4363.56,47.51,75.71
2021-03-02,14709.6,8905.7,"['MSFT', 'NFLX', 'GOOGL']",5803.9,346.03,4363.56,47.1,74.35
2021-03-03,14518.61,8905.7,"['MSFT', 'NFLX', 'GOOGL']",5612.92,155.05,4363.56,45.19,72.05
2021-03-04,14505.47,8905.7,"['MSFT', 'NFLX', 'GOOGL']",5599.77,141.9,4363.56,45.05,69.93
2021-03-05,14627.55,8905.7,"['MSFT', 'NFLX', 'GOOGL']",5721.85,263.99,4363.56,46.28,73.05
2021-03-08,14431.07,8905.7,"['MSFT', 'NFLX', 'GOOGL']",5525.37,67.51,4363.56,44.31,72.2
2021-03-09,14560.53,8905.7,"['MSFT', 'NFLX', 'GOOGL']",5654.83,196.96,4363.56,45.61,74.61
2021-03-10,14538.47,8905.7,"['MSFT', 'NFLX', 'GOOGL']",5632.77,174.91,4363.56,45.38,75.69
2021-03-11,14700.59,8905.7,"['MSFT', 'NFLX', 'GOOGL']",5794.89,337.03,4363.56,47.01,77.54
2021-03-12,14622.56,10459.76,"['MSFT', 'GOOGL']",4162.8,308.29,4314.27,46.23,77.79
2021-03-15,14618.58,10459.76,"['MSFT', 'GOOGL']",4158.82,304.31,4314.27,46.19,78.82
2021-03-16,14674.02,10459.76,"['MSFT', 'GOOGL']",4214.26,359.75,4314.27,46.74,78.62
2021-03-17,14666.35,10459.76,"['MSFT', 'GOOGL']",4206.59,352.07,4314.27,46.66,79.2
2021-03-18,14548.82,10459.76,"['MSFT', 'GOOGL']",4089.07,234.55,4314.27,45.49,76.57
2021-03-19,14551.13,8719.1,"['MSFT', 'GOOGL', 'FB']",5832.03,236.85,4314.27,45.51,76.25
2021-03-22,14625.98,8719.1,"['MSFT', 'GOOGL', 'FB']",5906.89,311.71,4314.27,46.26,77.65
2021-03-23,14633.41,8719.1,"['MSFT', 'GOOGL', 'FB']",5914.31,319.14,4314.27,46.33,76.34
2021-03-24,14554.68,10829.31,"['GOOGL', 'FB']",3725.37,92.15,4462.53,45.55,75.37
2021-03-25,14534.21,10829.31,"['GOOGL', 'FB']",3704.9,71.68,4462.53,45.34,76.35
2021-03-26,14552.16,10829.31,"['GOOGL', 'FB']",3722.85,89.63,4462.53,45.52,79.22
2021-03-29,14620.02,10829.31,"['GOOGL', 'FB']",3790.71,157.49,4462.53,46.2,79.11
2021-03-30,14603.78,10829.31,"['GOOGL', 'FB']",3774.47,141.25,4462.53,46.04,78.65
2021-03-31,14659.01,10829.31,"['GOOGL', 'FB']",3829.7,196.48,4462.53,46.59,79.36
2021-04-01,14751.05,10829.31,"['GOOGL', 'FB']",3921.74,288.52,4462.53,47.51,81.26
2021-04-05,14901.73,10829.31,"['GOOGL', 'FB']",4072.42,439.2,4462.53,49.02,83.88
2021-04-06,14876.13,10829.31,"['GOOGL', 'FB']",4046.82,413.6,4462.53,48.76,83.77
2021-04-07,14946.88,8838.53,"['GOOGL', 'FB', 'MSFT']",6108.34,484.35,4462.53,49.47,84.0
2021-04-08,14984.54,8838.53,"['GOOGL', 'FB', 'MSFT']",6146.01,522.02,4462.53,49.85,84.9
2021-04-09,15022.13,8838.53,"['GOOGL', 'FB', 'MSFT']",6183.6,559.61,4462.53,50.22,86.23
2021-04-12,14991.04,8838.53,"['GOOGL', 'FB', 'MSFT']",6152.51,528.52,4462.53,49.91,86.31
2021-04-13,15010.73,8838.53,"['GOOGL', 'FB', 'MSFT']",6172.19,548.2,4462.53,50.11,86.82
2021-04-14,14933.46,8838.53,"['GOOGL', 'FB', 'MSFT']",6094.93,470.94,4462.53,49.33,86.22
2021-04-15,15037.95,8838.53,"['GOOGL', 'FB', 'MSFT']",6199.42,575.43,4462.53,50.38,88.22
2021-04-16,15035.49,8838.53,"['GOOGL', 'FB', 'MSFT']",6196.96,572.96,4462.53,50.35,88.88
2021-04-19,15002.93,7175.21,"['GOOGL', 'FB', 'MSFT', 'NFLX']",7827.71,540.4,4462.53,50.03,87.95
2021-04-20,14976.2,7175.21,"['GOOGL', 'FB', 'MSFT', 'NFLX']",7800.99,513.68,4462.53,49.76,86.57
2021-04-21,14864.93,7175.21,"['GOOGL', 'FB', 'MSFT', 'NFLX']",7689.72,402.41,4462.53,48.65,88.32
2021-04-22,14781.88,7175.21,"['GOOGL', 'FB', 'MSFT', 'NFLX']",7606.67,319.35,4462.53,47.82,86.59
2021-04-23,14878.97,7175.21,"['GOOGL', 'FB', 'MSFT', 'NFLX']",7703.75,416.44,4462.53,48.79,88.58
2021-04-26,14917.86,7175.21,"['GOOGL', 'FB', 'MSFT', 'NFLX']",7742.65,455.34,4462.53,49.18,88.99
2021-04-27,14891.19,7175.21,"['GOOGL', 'FB', 'MSFT', 'NFLX']",7715.97,428.66,4462.53,48.91,88.93
2021-04-28,14924.31,7175.21,"['GOOGL', 'FB', 'MSFT', 'NFLX']",7749.09,461.78,4462.53,49.24,88.84
2021-04-29,15083.6,7175.21,"['GOOGL', 'FB', 'MSFT', 'NFLX']",7908.38,621.07,4462.53,50.84,90.1
2021-04-30,15028.54,7175.21,"['GOOGL', 'FB', 'MSFT', 'NFLX']",7853.32,566.01,4462.53,50.29,88.85
2021-05-03,14987.49,7175.21,"['GOOGL', 'FB', 'MSFT', 'NFLX']",7812.27,524.96,4462.53,49.87,89.28
2021-05-04,14875.71,7175.21,"['GOOGL', 'FB', 'MSFT', 'NFLX']",7700.49,413.18,4462.53,48.76,88.13
2021-05-05,14831.79,7175.21,"['GOOGL', 'FB', 'MSFT', 'NFLX']",7656.58,369.27,4462.53,48.32,88.16
2021-05-06,14920.75,8673.86,"['GOOGL', 'FB', 'MSFT']",6246.89,622.9,4297.86,49.21,89.69
2021-05-07,14951.44,8673.86,"['GOOGL', 'FB', 'MSFT']",6277.57,653.58,4297.86,49.51,91.05
2021-05-10,14770.54,8673.86,"['GOOGL', 'FB', 'MSFT']",6096.67,472.68,4297.86,47.71,89.17
2021-05-11,14744.64,8673.86,"['GOOGL', 'FB', 'MSFT']",6070.77,446.78,4297.86,47.45,87.52
2021-05-12,14593.35,8673.86,"['GOOGL', 'FB', 'MSFT']",5919.49,295.5,4297.86,45.93,83.51
2021-05-13,14670.51,8673.86,"['GOOGL', 'FB', 'MSFT']",5996.64,372.65,4297.86,46.71,85.69
2021-05-14,14824.71,8673.86,"['GOOGL', 'FB', 'MSFT']",6150.85,526.86,4297.86,48.25,88.54
2021-05-17,14808.71,8673.86,"['GOOGL', 'FB', 'MSFT']",6134.85,510.86,4297.86,48.09,88.09
2021-05-18,14732.54,8673.86,"['GOOGL', 'FB', 'MSFT']",6058.67,434.68,4297.86,47.33,86.47
2021-05-19,14768.12,8673.86,"['GOOGL', 'FB', 'MSFT']",6094.26,470.27,4297.86,47.68,85.97
2021-05-20,14860.52,8673.86,"['GOOGL', 'FB', 'MSFT']",6186.66,562.67,4297.86,48.61,87.96
2021-05-21,14822.96,8673.86,"['GOOGL', 'FB', 'MSFT']",6149.1,525.11,4297.86,48.23,87.82
2021-05-24,14985.07,8673.86,"['GOOGL', 'FB', 'MSFT']",6311.2,687.21,4297.86,49.85,89.71
2021-05-25,15013.36,8673.86,"['GOOGL', 'FB', 'MSFT']",6339.5,715.51,4297.86,50.13,89.31
2021-05-26,15028.19,10681.92,"['GOOGL', 'FB']",4346.27,713.05,4315.14,50.28,89.66
2021-05-27,15041.1,10681.92,"['GOOGL', 'FB']",4359.18,725.96,4315.14,50.41,89.74
2021-05-28,15011.15,10681.92,"['GOOGL', 'FB']",4329.23,696.01,4315.14,50.11,90.11
2021-06-01,15037.88,10681.92,"['GOOGL', 'FB']",4355.96,722.74,4315.14,50.38,89.96
2021-06-02,15027.41,10681.92,"['GOOGL', 'FB']",4345.49,712.27,4315.14,50.27,90.28
2021-06-03,14985.74,10681.92,"['GOOGL', 'FB']",4303.82,670.6,4315.14,49.86,89.56
2021-06-04,15057.59,10681.92,"['GOOGL', 'FB']",4375.67,742.45,4315.14,50.58,91.28
2021-06-07,15103.7,10681.92,"['GOOGL', 'FB']",4421.78,788.56,4315.14,51.04,91.11
2021-06-08,15082.44,10681.92,"['GOOGL', 'FB']",4400.52,767.3,4315.14,50.82,91.14
2021-06-09,15071.36,10681.92,"['GOOGL', 'FB']",4389.44,756.22,4315.14,50.71,90.84
2021-06-10,15111.81,10681.92,"['GOOGL', 'FB']",4429.89,796.67,4315.14,51.12,91.72
2021-06-11,15099.68,10681.92,"['GOOGL', 'FB']",4417.76,784.54,4315.14,51.0,92.06
2021-06-14,15151.45,10681.92,"['GOOGL', 'FB']",4469.53,836.31,4315.14,51.51,92.54
2021-06-15,15130.81,10681.92,"['GOOGL', 'FB']",4448.89,815.67,4315.14,51.31,92.14
2021-06-16,15083.85,10681.92,"['GOOGL', 'FB']",4401.93,768.71,4315.14,50.84,91.08
2021-06-17,15135.85,8859.13,"['GOOGL', 'FB', 'MSFT']",6276.72,820.71,4315.14,51.36,91.02
2021-06-18,15051.83,8859.13,"['GOOGL', 'FB', 'MSFT']",6192.7,736.69,4315.14,50.52,88.48
2021-06-21,15123.99,8859.13,"['GOOGL', 'FB', 'MSFT']",6264.87,808.86,4315.14,51.24,91.12
2021-06-22,15194.91,8859.13,"['GOOGL', 'FB', 'MSFT']",6335.79,879.78,4315.14,51.95,92.13
2021-06-23,15198.56,8859.13,"['GOOGL', 'FB', 'MSFT']",6339.44,883.43,4315.14,51.99,91.93
2021-06-24,15231.45,8859.13,"['GOOGL', 'FB', 'MSFT']",6372.32,916.31,4315.14,52.31,93.02
2021-06-25,15209.09,8859.13,"['GOOGL', 'FB', 'MSFT']",6349.96,893.95,4315.14,52.09,93.74
2021-06-28,15321.11,8859.13,"['GOOGL', 'FB', 'MSFT']",6461.98,1005.97,4315.14,53.21,94.14
2021-06-29,15312.06,7258.63,"['GOOGL', 'FB', 'MSFT', 'NFLX']",8053.44,996.93,4315.14,53.12,94.23
2021-06-30,15263.96,7258.63,"['GOOGL', 'FB', 'MSFT', 'NFLX']",8005.33,948.83,4315.14,52.64,94.4
2021-07-01,15332.02,7258.63,"['GOOGL', 'FB', 'MSFT', 'NFLX']",8073.39,1016.89,4315.14,53.32,95.5
2021-07-02,15433.73,7258.63,"['GOOGL', 'FB', 'MSFT', 'NFLX']",8175.1,1118.59,4315.14,54.34,96.99
2021-07-06,15463.91,7258.63,"['GOOGL', 'FB', 'MSFT', 'NFLX']",8205.28,1148.77,4315.14,54.64,96.62
2021-07-07,15454.67,7258.63,"['GOOGL', 'FB', 'MSFT', 'NFLX']",8196.04,1139.53,4315.14,54.55,97.29
2021-07-08,15363.89,7258.63,"['GOOGL', 'FB', 'MSFT', 'NFLX']",8105.27,1048.76,4315.14,53.64,95.72
2021-07-09,15421.3,7258.63,"['GOOGL', 'FB', 'MSFT', 'NFLX']",8162.67,1106.16,4315.14,54.21,97.79
2021-07-12,15466.54,7258.63,"['GOOGL', 'FB', 'MSFT', 'NFLX']",8207.91,1151.4,4315.14,54.67,98.51
2021-07-13,15503.12,7258.63,"['GOOGL', 'FB', 'MSFT', 'NFLX']",8244.49,1187.98,4315.14,55.03,97.83
2021-07-14,15526.77,7258.63,"['GOOGL', 'FB', 'MSFT', 'NFLX']",8268.14,1211.63,4315.14,55.27,98.11
2021-07-15,15457.77,7258.63,"['GOOGL', 'FB', 'MSFT', 'NFLX']",8199.14,1142.63,4315.14,54.58,97.47
2021-07-16,15397.39,7258.63,"['GOOGL', 'FB', 'MSFT', 'NFLX']",8138.76,1082.25,4315.14,53.97,95.93
2021-07-19,15304.07,7258.63,"['GOOGL', 'FB', 'MSFT', 'NFLX']",8045.44,988.93,4315.14,53.04,93.0
2021-07-20,15377.41,7258.63,"['GOOGL', 'FB', 'MSFT', 'NFLX']",8118.78,1062.27,4315.14,53.77,95.73
2021-07-21,15393.89,7258.63,"['GOOGL', 'FB', 'MSFT', 'NFLX']",8135.26,1078.75,4315.14,53.94,97.37
2021-07-22,15468.64,7258.63,"['GOOGL', 'FB', 'MSFT', 'NFLX']",8210.01,1153.5,4315.14,54.69,97.79
2021-07-23,15707.69,7258.63,"['GOOGL', 'FB', 'MSFT', 'NFLX']",8449.06,1392.55,4315.14,57.08,99.77
2021-07-26,15743.02,7258.63,"['GOOGL', 'FB', 'MSFT', 'NFLX']",8484.39,1427.88,4315.14,57.43,100.28
2021-07-27,15662.14,7258.63,"['GOOGL', 'FB', 'MSFT', 'NFLX']",8403.51,1347.0,4315.14,56.62,99.39
2021-07-28,15777.78,7258.63,"['GOOGL', 'FB', 'MSFT', 'NFLX']",8519.15,1462.64,4315.14,57.78,99.28
2021-07-29,15668.49,7258.63,"['GOOGL', 'FB', 'MSFT', 'NFLX']",8409.86,1353.36,4315.14,56.68,100.14
2021-07-30,15634.2,7258.63,"['GOOGL', 'FB', 'MSFT', 'NFLX']",8375.58,1319.07,4315.14,56.34,99.16
2021-08-02,15602.77,7258.63,"['GOOGL', 'FB', 'MSFT', 'NFLX']",8344.15,1287.64,4315.14,56.03,98.76
2021-08-03,15617.1,7258.63,"['GOOGL', 'FB', 'MSFT', 'NFLX']",8358.48,1301.97,4315.14,56.17,100.36
2021-08-04,15668.42,7258.63,"['GOOGL', 'FB', 'MSFT', 'NFLX']",8409.79,1353.29,4315.14,56.68,99.4
2021-08-05,15758.89,7258.63,"['GOOGL', 'FB', 'MSFT', 'NFLX']",8500.26,1443.75,4315.14,57.59,100.65
2021-08-06,15738.43,7258.63,"['GOOGL', 'FB', 'MSFT', 'NFLX']",8479.8,1423.3,4315.14,57.38,101.0
2021-08-09,15740.89,7258.63,"['GOOGL', 'FB', 'MSFT', 'NFLX']",8482.26,1425.75,4315.14,57.41,100.8
2021-08-10,15710.29,7258.63,"['GOOGL', 'FB', 'MSFT', 'NFLX']",8451.67,1395.16,4315.14,57.1,101.05
2021-08-11,15685.96,7258.63,"['GOOGL', 'FB', 'MSFT', 'NFLX']",8427.33,1370.82,4315.14,56.86,101.54
2021-08-12,15735.34,7258.63,"['GOOGL', 'FB', 'MSFT', 'NFLX']",8476.71,1420.2,4315.14,57.35,102.13
2021-08-13,15786.03,7258.63,"['GOOGL', 'FB', 'MSFT', 'NFLX']",8527.4,1470.89,4315.14,57.86,102.53
2021-08-16,15836.17,8812.39,"['GOOGL', 'FB', 'MSFT']",7023.79,1567.78,4268.4,58.36,103.01
2021-08-17,15743.93,8812.39,"['GOOGL', 'FB', 'MSFT']",6931.55,1475.54,4268.4,57.44,101.67
2021-08-18,15689.18,8812.39,"['GOOGL', 'FB', 'MSFT']",6876.79,1420.78,4268.4,56.89,99.5
2021-08-19,15734.1,8812.39,"['GOOGL', 'FB', 'MSFT']",6921.71,1465.7,4268.4,57.34,99.78
2021-08-20,15847.72,8812.39,"['GOOGL', 'FB', 'MSFT']",7035.33,1579.32,4268.4,58.48,101.37
2021-08-23,15925.87,8812.39,"['GOOGL', 'FB', 'MSFT']",7113.48,1657.47,4268.4,59.26,103.15
2021-08-24,15949.02,7152.16,"['GOOGL', 'FB', 'MSFT', 'NFLX']",8796.86,1680.62,4268.4,59.49,103.47
2021-08-25,15960.89,7152.16,"['GOOGL', 'FB', 'MSFT', 'NFLX']",8808.73,1692.49,4268.4,59.61,103.85
2021-08-26,15911.24,7152.16,"['GOOGL', 'FB', 'MSFT', 'NFLX']",8759.08,1642.84,4268.4,59.11,102.66
2021-08-27,16042.82,7152.16,"['GOOGL', 'FB', 'MSFT', 'NFLX']",8890.66,1774.42,4268.4,60.43,104.45
2021-08-30,16151.6,7152.16,"['GOOGL', 'FB', 'MSFT', 'NFLX']",8999.44,1883.2,4268.4,61.52,105.39
2021-08-31,16143.12,7152.16,"['GOOGL', 'FB', 'MSFT', 'NFLX']",8990.96,1874.72,4268.4,61.43,105.04
2021-09-01,16207.79,7152.16,"['GOOGL', 'FB', 'MSFT', 'NFLX']",9055.63,1939.39,4268.4,62.08,105.26
2021-09-02,16143.28,7152.16,"['GOOGL', 'FB', 'MSFT', 'NFLX']",8991.12,1874.88,4268.4,61.43,105.87
2021-09-03,16164.08,7152.16,"['GOOGL', 'FB', 'MSFT', 'NFLX']",9011.92,1895.68,4268.4,61.64,105.79
2021-09-07,16252.24,7152.16,"['GOOGL', 'FB', 'MSFT', 'NFLX']",9100.08,1983.84,4268.4,62.52,105.03
